G,0.817815581,beesinthesoup,"1 . receiving something extra than what was requested , particularly if it is counter-intuitively pleasurable . For example , asking for one day off from work and getting the whole weekend . ; ; 2. Can be used to quantify something you do n't want others to know about - often drugs or money you have conned out of people . ",n
G,0.833230844,benskywalker,"This is a term commonly used to describe one of those fans of star wars who has absolutely no grip on reality . ; ; this may or may not be because of star wars . Other influences may include drugs , upbringing , and general stupidity . ; ; you can spot a Ben sky walker by how they argue . ; ; if arguments tend to devolve into something like this : ; ; ' I think you are wrong because your opinion is unfounded and completely lacks evidence ! ' ; ; 'may the force be with you ! ' ; ; you are probably arguing with a Ben sky walker . ; ; Ben sky walkers tend to have little or no common sense , and are unwelcome just about wherever they go . ; ; other than being obnoxious fanboys , they are extremely opinionated , and love to start pointless arguments about the molecular components of the millennium falcon 's warp drive . ; ; they constantly complain about nobody responds to their e-mails or private messages , are just looking for perma-bans at any intellectual forum , and are a general nuisance . ; ; if you see a Ben sky walker , prepare to either run or suffer a massive IQ drop . ",n
G,0.812355137,blackouthorney,Being honey to the extent that you do something you regret the next day . Not having to do with alcohol or drugs but just a simple desires for sexual release ,n
G,0.803936499,blackpower,"The act of using black people as a power source for something , usually gang violence , drug pushing , or plantations . ",n
G,0.806795643,bombed,1.to be drunk or high on drugs ; ; 2.to do really poorly on something ,d
G,0.808626557,bomont'or'bomonted,"In the movie Jackie brown , by filmmaker Quentin Tarantino , a drug addict character named Beaumont gets murdered brutally in cold blood , due in great part to his lack of awareness/logic . So when something bad happens that is unfair or executed with mal-awareness , it is termed boosted , or a state of bomontness . I 've heard this term also used to describe someone who is full of bulls*t . ",n
G,0.815535888,booring,A new drug craze spreading across south-west America involving drilling into the body (usually the head or neck ) with a sharp implement and then placing a drug- which would normally be smoked such as cannabis - into the wound and then lighting it . the drug is usually mixed with small amounts of a flammable liquid ( something which the user can easily obtain ; usually aerosols )to intensify the effect ( see [solvent abuse] . The act is similar to that of [preparation ] and the term is thought to derive from the process and not the feeling of [boredom] . It is thought to be highly dangerous although there are no numbers of deaths published so far . Medically there is no evidence to suggest any heightened effect from using the drugs in this way ( the opposite is probably true ) and many experts hope that users will realism this and the craze will wear off . ,d
G,0.811709621,braff,"To snort something , like a drug . ",d
G,0.81568785,brainkiller,( also brain-killer ) ; ; 1 ) someone who make others confused especially by talking . ; ; 2 ) any drug that prevents you from thinking . ; ; 3 ) something that is hard to understand . ,d
G,0.883513781,brassknuckles,"A weapon in which are shaped into a knuckle that allows you to place 4 fingers into it 's holes . Made entirely of brass and are to improve the power of a punch . Often a rolling punch is required . And correct finger hold to avoid finger breakage or injury to fingers might be needed . ; ; first seen the most of was in the world war ( but co existed before that and the original creator to this day hides only behind theories ) . Brass knuckles were first welded on to a combat / assassin knife handle . Later on it became its own separate individual piece of weapon without a knife , so it 's said . ; ; they have been used over the last century for hand-to-hand combat in the war , for defense and attack , to torture ( as some come with spikes and studs that date back to the early 20s ) . And in to this day and age used by gang members , and other troubled individuals . Or often used for self defense by certain people who think that 's something smart to do . ; ; real brass knuckles are n't the kind you see lying around today that are made of alloy and other cheap metals , often referred to as 'second-rate metal knuckles' , but real brass knuckles are made of solid brass and weigh anywhere from 10 oz and up and are harder to find and get now a day 's and have a price tag to usually match that . ; ; real brass knuckles have costed lives with one hit . Brass knuckles are highly against the law usually resulting in a class a or b misdemeanor , which means 6 months to a year in county jail if just caught with them , plus a fine . But it depends on the enforcer . few gets off with warning 's . If you strike somebody with brass knuckles or intend to , it is assault with a deadly weapon , or attempted murder , both felonies . ; ; brass knuckles have proven to be highly deadly weapons if in the wrong hands as some come in a variety of shapes and sizes and are usually as painful as they look to get struck by one . They may break or shatter bones . Though often second-rate metal knuckles are generally less powerful than there brass predecessor unless they are heavy ( 7.0 oz or more ) and / or big ( fat boy knuckles ) , needless to say . ; ; extreme sharp spiked knuckles second-rate or not may cause a brutal bodily injury leaving somebody without much of a face if used relatively by the attacker . ; ; brass knuckles are often referred to as paper weights now a day 's to avoid legal issues . ; ; second-rate knuckles can be found in your nearest self defense online store . ; ; very hard plastic knuckles with bumpers can also bring a punch but are less so effective than there metal predecessors , needless to say . They to are also illegal in most places now a day 's . They too can injure your fingers . ; ; carrying brass knuckles is a bad idea , an alternative to keeping a gun at home may be brass knuckles however , or sap gloves , which are gloves that law enforcers use for there larger or drugged out suspects . They have metal BBS sewed and weaved into the knuckles and are made of punishing leather and are often more concealable than brass knuckles . They to can bust open faces . ; ; there is also bottle opener knuckles , which can open bottles for reals hence the name , and require two fingers instead of 4 and are half the weight and size of regular metal knuckle , i have yet to see these in brass . They have 'teeth ' at the top of the knuckle . And can be fairly labeled as 'compact jaw breakers ' . ",n
G,0.820594046,brownacid,"1 . A reference to the Woodstock festival in 1969 , when stage announcements were made by legendary radio disc jockey wavy gravy , telling people that some brown-colored blotter acid ( LSD ) circulating the crowd was giving people negative hallucinations , causing breakouts . ; ; 2. A bad drug experience ; ; 3. Something that was supposed to be pleasurable but turned out nightmarish . ",d
G,0.813216059,bt,Acronym for : bad trip . Means something really bad happened . Originating from when you have a bad experience while hi on a drug . ,d
G,0.81472998,bust,"( 1 ) (vb ) to arrest or apprehend ; any police activity . ; ; ( 2 ) (vb)to nab or catch someone in to act of an embarrassing or compromising act ( such as parents finding drug paraphernalia in the kid 's bedroom ) ; ; ( 3 ) (vb)to shoot or violently hit someone . ; ; ( 4 ) ( n)a complete dud or failure . ; ; ( 5 ) ( n)a male or female orgasm ; ; ( 6 ) ( n)a big letdown or disappointment ; ; ( 7 ) (vb)to give one something or fork over ex : 'hey man , bust me some fries . ' ",n
G,0.81392282,buzzkill,When someone or something ruins a special moment which may or may not be drug induced . ; ; see also [buzzkill ] ,n
G,0.808841509,buzzy,"Adj . ; ; 1 : something that is interesting because it is strange ; something eye catching , particularly to one under the influence of drugs or alcohol McKay . See also [ Trippe] . ; ; 2 : someone that is interested in an odd way because they do random , strange things . ",n
G,0.802821722,cain,"Cain can be explained plainly as finishing off a drug quantity , whether it be a cannabis cigarette , shes ha bong or anything else of the sort . gaining is to devour the last remains of something or to devour it rapidly in quick concession . ",d
G,0.804457572,chattingshit,1 . To say something that is complete [bollocks ] . ; ; 2. To say something while under the influence of either drugs or alcohol that is either unintelligible or is the above . ,d
G,0.809935944,chavvers,"Idiots . chapters are the guys ( or girls ) that stand around on corners yelling abuse then , shat themselves when you stop and turn around . Most chapters listen to r 'n' b ( very repetitive music which is often about sex or drugs and does n't make sense ) and think that 50 cent is 'hard ' and vauxhall novas , Adidas , cheap beer and tracksuits are 'well phat '( means good in chat speak ) all chapters will say they lost their validity at like 10 or 11 years old when actually they do n't have genitalia , ( I put it down to some sort of mis-breeding ) and have only ever seen it in a porn did on the internet or from staring at other people in the changing rooms or in the toilets . Bet you knew this corner ! chapters ca n't spell if you ask them to spell their name , they 'll write something like 'xxx ' or 'DA man ' . ",n
G,0.804740591,chickapow,"( int ) a celebration of joy , excitement , or pride . Chickasaw has no direct definition ; it could mean a multitude of things . Chickasaw must be said in a certain voice , like a samurai would say it . Chickasaw is normally used by itself . ; ; ( n ) whatever you want , but usually something wrong , drugs , alcohol , or [pussy] . Chickasaw could even mean food . ",d
G,0.828255452,chimpject,1 . Being so [high on life ] that those around you may actually think that you have been intravenously injecting drugs into your system . ; ; 2. The [tipsy ] feeling a sober individual get in the presence of friends that may or may not actually be sober themselves . ; ; 3. Feeling so [shitty ] or [fucked up ] that you think you must have let a chimp inject something in you earlier in the day . ,d
G,0.806497087,chong,1 : high . Someone who is under the effects of drugs ; ; 2 : cool . Someone or something that is cool ,d
G,0.812915661,clitted,1 . To mess up something bad . ; ; 2. Totally drunk or highly under the influence of drugs . ,d
G,0.805612965,comfortzone,"Comfort zone basics : ; ; 1 . Do n't ask because you do n't want to know ; ; 2. Heaven 's gate ; ; 3. Hell 's asshole ; ; 4 . Be careful what you say & who you say it to ; the CIA ( comfort zone intelligence agency ) does exist ; ; 5 . 68 % of the patrons are always more fucked up then you ! ; ; 6 . The CZ virus is real , exists only in the zone and is only curable by not going to the zone for 4 consecutive was . ; ; 7. Half of Americas most wanted can be found at the comfort zone ; ; 8. If the zone were to shut down the crime rate in the city would increase by 32 % ; ; 9 . If you decide to play the 'do I stay or do I go ' game you will lose ! ; ; 10 . Trust me you 'll be back . Everyone comes back ; ; 11 . Many people will remember you but you will remember none . Fake it . ; ; 12 . Yes she is 16 ; ; 13 . Bartering , negotiating and haggling are common practice . ; ; 14 . If she looks like a stripper she is . if she 's not a stripper she 's a man . ; ; 15 . if she 's a man warn friends . ; ; 16 . If you 're a guy over 150 lbs your shirt will eventually come off for a pose down to show your muscles are bigger than some other juice pigs . ; ; 17 . Do not try to distinguish between fear & pleasure at the zone . There is no distinction . ; ; 18 . No, I do n't have any money you can borrow . ; ; 19 . For every problem there is a chemical solution . ; ; 20 . Enjoy your time here you 're famous ... everyone is . ; ; 21 . No really , I do n't have any money you can borrow . ; ; 22 . The 3 degrees of separation theory applies . ; ; 23 . Everyone 's not staring at you ...unless you think they are . ; ; 24 . What happens at CZ stays at CZ. ; ; 24 . You know its time to leave when ; ; ; a ) you wake up in the green room in a puddle with your empty wallet on your chest ; ; b ) you 've already left you just did n't know it ; ; c ) you hear the bouncer yelling at your friend to get that asshole out of here & he 's pointing at you . ; ; d ) when all your comfort zone associates say-dude , you looked fucked! - ; ; e ) you realize that the nice guy you met earlier is giving you an extra friendly message . And you 're enjoying it - ; ; f ) you 've been partying for three days and think that one more pill/bump/line/cap will miraculously give you energy ; ; g ) the back hems of your designer jeans are tattered & black & your eyeballs are about to pop out of your skull ; ; h ) no one has drugs ; ; i ) everyone looks familiar ; ; j ) no one looks familiar ; ; k ) when you look in the mirror and you mistake the white ring on the edge of your nostril for a powdered donuts ; ; l ) you hear voices talking to you in the bathroom stall only to find out there is no one else there ; ; m ) you start talking to your genitals to hurry up & pee already ; ; o ) you stop breathing ; ; p ) you wonder around aimlessly , not knowing what to do w/ yourself ; ; q ) you consider checking in at the overly hotel ; ; r ) the music stops but you think it 's still playing and continue dancing around like a madman ; ; 25 . You know you 've been going to comfort zone too long when you refer to it as 'zone ' and ... ; ; a ) all the friends you have now , you met at the zone ; ; b ) you miss a week at the zone & wonder if it 's still there ; ; c ) you stopped hiding the fact that you 're a regular patron ; ; d ) your cool w/ the young baggy sweatsuit banana wearing thugs & they 're cool w/ you ; ; e ) you actually play a game of pool - ; ; f ) when your friend drops something on the ground & you console him ; ; g ) the bouncer does n't search you ; ; h ) you know the bouncers by name ; ; i ) the bouncers know you by name ; ; j ) the sight of 3 uniformed police officers inside the zone is business as usual ; ; k ) the fear of being punched , stabbed , shot , raped or kidnapped has subsided ; ; l ) it 's your only form of exercise and you 're sporting a 6 pack . And you attribute your fine figure to a healthy diet to vitamins e , k , & g . ; ; m ) you have a 'zone bag ' packing clothes , shoes , and sunglasses you bring out on Saturday night . ; ; n ) you stay in Saturday night so you can go out Sunday mornings ; ; o ) the people at the mission know you ; ; p ) 'sketchy ' 'k-hole ' and 'g 'd out ' have become part of your vocabulary . ; ; q ) the things outside the zone scare you more than the things inside . ; ; r ) you plan to go to the zone . ; ; 26 . You know you 've left the comfort zone when ... ; ; a ) people outside look more whacked than you think you look . ; ; b ) you see sunlight and it is'NT coming from the top of a narrow staircase . ",n
G,0.819021665,corbinbleu,"Guy who is undeniably gay ! And if anybody thinks otherwise , you really need to stop the drugs . cor bin blue talks and moves like a woman & sings like a chick . There is nothing straight about him . try to find something . ",n
G,0.811709621,courtneylove-d,To do something incredibly crazy/violent/and or drugged up . ,d
G,0.809140671,cuffing,"To hide something , normally drugs , in the female vagina . ( common police jargon . ) ",d
G,0.803354126,cut,"( 1 ) a wound created by a sharp object . Also , the act of making a cut in something , especially with a knife . ; ; ( 2 ) the act of diluting a drug with some other substance ; ; ( 3 ) a non-drug substance added to a drug in the act of cutting . Example : sugar , flour , etc . ; ; ( 4 ) adjective describing someone that has well-defined muscles ; ; ( 5 ) a song . Synonym for 'track ' . Derived from the old days when music was recorded on master tapes which had to be literally cut up in order to make the final music release . ",n
G,0.847324404,cutting,"Cutting has been described to me by my therapist as a natural drug in that it released endorphins to the brain immediately following the cutting . However , in the long run , cutting can lead to more severe depression and also can cause permanent physical damage . Cutting sometimes is accompanied by head banging , burning , or other self-destructive behaviors . ; ; despite some close minded definitions , cutting is not done only by emo kids . Although some emo kids do cut , most of the characteristics of cutters are the same as those with eating disorders . Cutters tend to be perfectionists , and often are white , middle class teenage girls , although not all cutters come from this background . ; ; cutting often is a result of depression , and some view it as a way to release emotional pain when it feels like you would explode otherwise . Although many people think that those with depression have experienced huge dramas in their lives , this is not necessarily the case . Depression is a disease , just like diabetes is a disease . It can strike anyone , regardless of their gender , class , or social status . I personally am I attending an ivy league college next year , was captain of my soccer team in high school , could be considered among the popular kids at my school , and have an extremely loving family . I still have the scars from my cutting , which I stopped doing 2 months ago . Although I was lucky enough to be able to stop , other people such as my older sister , became addicted . Cutting is not something to mess around with . However ,it is naive to dismiss cutting as simply a way to get attention . It is also naive to scorn those who seem to have perfect lives as being stupid for cutting . People do not choose to be depressed . ",d
G,0.80766408,cynic,"Someone who genuinely doubts a person true motives . ; ; -if a hobo asks a cynic for money , the cynic would just ignore him , convinced that the hobo does n't really want money to get back on his feet , but to get some drugs which were the reason for him being homeless in the first place . ; ; -a cynic is the guy who never had a girlfriend until he was in college , because it did n't take long for him to realize that high school relationships never last the better part of two weeks . He also sometimes feels like the only person in his school to notice this , and probably is . ; ; -if you read a romantic poem to a cynic about the beauty of trees , the cynic would just stare at you and say something to the effect of 'birds and squirrels fuck in them , and they make big noises when cut down to build yet another highway . otherwise , nice poem (b-_-)b ' . ; ; -a cynic is usually someone with above-average awareness , especially if they develop such views at an early age . Being a cynic through junior high and high school can save you a lot of hurt , since you will definitely be able to talk your way out of anything . No argument can beat cold hard facts , which are what cynics thrive for . ; ; -cynics are not necessarily pessimists , and while they do generally have low expectations , they do n't blow minor problems out of proportion , since they really do n't care in the first place . ",n
G,0.81128039,darkbusiness,Shady activity . Something secretive and no good . ; ; anything from spreading gossip to dealing drugs . ; ; nothing good will come of it . ,d
G,0.816873026,deaddrop,"A dead drop is a location used to secretly pass items between two people , without requiring them to meet . ; ; spies have been known to use dead drops , using various techniques to hide the items and to signal that the drop has been made . Drug dealers use this as well . ; ; a common place is to duct tape the item to the underside of a toilet cover in a public restroom . ; ; a signal is sometimes used as well to indicate there is something to pickup , like a pile of stones in a certain formation . after checking the drop the signal is removed . ",n
G,0.81046994,debted,"Losing money , or something of value ; often associated with drugs . ",d
G,0.814370477,deffin,"Not wanting to do something , not liking the idea of something , or having a bad experience . ; ; opposite of [buzzing ] ; ; more commonly used between drug users ",d
G,0.824760016,depression,"A state of altered perception where one sees the world as bleak and dark . Feelings and actions such as purposelessness , disinterest , low self-esteem , [self-harm] , pessimism , suicidal thoughts or tendencies and a lack of motivation or energy may accompany it . it is not simply the feeling of being sad , but is a lasting state of mind that could be caused by a number of factors . Many health problems lead to depression , poor sleeping habits or eating habits , stress , drugs . Somebody who lives a life of abuse or poverty would be a victim of depression . Clinical depression is a very serious problem , and those who have it should seek help . Often it is difficult to recognize due to the numbness it can bring , and usually people are not willing to admit when they are depressed . Depression is difficult to imagine when one is not depressed , and can therefore fall under the critical eye as something that does not exist and something people only whine about because they have nothing better to do . nobody can know for certain what another person is feeling , so it is not something anybody can judge . ",d
G,0.807855698,deshmove,"Verb , referring to an act instigated by being under the influence of drugs and/or alcohol . Usually something that you would n't normally do , had you not be desk . ",d
G,0.809201081,deuce,"1)a 1932 ford , usually a coupe or roadster . ; ; 2)a vintage full-size luxury car , the Buick Electra 225 , a.k .a . deuce-an'-a-quarter . ; ; 3)two dollars worth of something , usually drugs ( very hard to find these days ) . ",d
G,0.80340726,dimp,A word to describe something valuable . ; ; 1 . Money ; ; 2. Drugs ; ; 3. Etc. ,n
G,0.818078847,dowhatyougottado,"1 . To do something you do n't want others to know about or what you should n't be doing , e.g. , selling illicit drugs , assaulting others . A code phrase for being involved with some criminal activity . ; ; 2. To associate with people your friends and family regard as undesirable or beneath your dignity . ; ; 3. To take care of important business . ",d
G,0.842388913,dontstirmumpthing,"A dontstirmumpthing is a concept , meaning , feeling , sensation , sight , sound , or other kind of experience ( the experience itself can be a dontstirmumpthing ) which is not possible to experience while sober . Usually , they are extremely difficult , if not impossible , to convey via ordinary language . Generally , dontstirmumpthings ( the plural ) are experienced under the influence of psychedelic drugs . ; ; the word dontstirmumpthing itself is a dontstirmumpthing . ; ; originally , it ( likely ) meant something far different . However , the experience of the word was undergone during a psychedelic state , and any meaning the word had been lost upon the return to sobriety . ; ; however , the word was so interesting , unique , and generally excellent , that it was decided that the word would be applied to the very nature of the experience that spawned it . ; ; the closest one can come to describing it via the English language is this : the proper 'spelling ' of the word involves 3d letters , an increase in pitch and a change in the character of the sound on the 'jump ' syllable ( which is not reproducible with a human mouth ) , and a series of cartoon thumbs ( with green nails ) animatedly pressing down on a surface on the letters m , u , m , and p . ",n
G,0.81193037,dosed,"1 ) the treat something with a medication or [drug] . ; ; 2 ) to fall in [love ] with someone , [lovesick ] ; ; 3 ) see also the song 'dosed ' by ; ; the [red-hot chili peppers ] ",n
G,0.811397644,dota,"Defense of the ancients . A new drug breed , also some consider it a 'sport ' . fuck you it 's not a sport , its something to do in your spare time that u have in your 16-hour no life days after u get done whacking off a few times . Is pretty fun , until you play all 72 heroes 23598632 god-damn times and you pwn with all of them and people think they have mad skills when they r Zeus and get every kill in the game possible because of their multi . Fun tho . Needs upgraded . I pwn you at data , batch ! ",n
G,0.830253175,dragger,"One who likes to [brag] about doing [drugs ] . You know that guy . He loves talking about 'fucked up ' he got last weekend . Won't shut the fuck up until you say something like , 'well your way cooler than me now ! ' . Remember kids . You can do drugs all you want , just shut the fuck up about it . ",d
G,0.80045674,dribbled,"To become extremely inebriated - intoxicated , fucked up - by combining any combination of drugs and or alcoholic beverages . ; ; came from the fact that you often become non responsive from being intoxicated and often have a blank stare along with drooling , hence the dribble of saliva . ; ; some contend it is an evolution of a previous undocumented word combining 'drunk or drink ' and 'blow ' ( cocaine)-'driblowed ' or something similar . Either way it means you were fucked up - more than normal . Of Midwestern origin ",d
G,0.811064439,drip,1 . A loser ; ; 2. A wet dangling piece of snot from one 's nostril . ; ; 3. The fluid and powder that flows down the back of your throat from your nasal passages after snorting drugs . ; ; 4 . Something you should tell your doctor and not a girl you 're trying to impress ,d
G,0.806362601,dryspell,"To go for a period (usually longer than shorter ) without something ; sex , drugs , etc . ",d
G,0.808732357,drylite,"To be very rude , do something to anger someone or not sharing drugs with another friend/gang member ",n
G,0.818905717,effexor,"An anti-depressant that goes well with THC and whiskey . If you try to get off of it once , and if successful , you 'll never get on it again ! ! ! ! It 's the hardest thing to do , getting off of this stuff . It ai n't worth it . the withdrawal will put you in bed for weeks , and not sleeping a wink , and freaking out racing thoughts to entertain you while your up . if you have anxiety , or stress , or depression , fix the whole picture , whether that means getting a new job , or start meditating , or try more THC , or something , but stay away from these designer drugs ! ! !for real ! ",d
G,0.843611565,egoloss,"A loss of all that one holds to be apparent and truthful . ; ; a loss of all that one makes out to be reality . ; ; mentally questioning reality , for what it is . ; ; another world of reasoning . ; ; usually experienced by hallucinogenic drugs , either [mushrooms ] ( psychobilin ) , [acid ] ( [LSD] , [2c-i] , [2c-e-b] , etc ) or trauma to the brain ; ; it is the loss of apparent truths , and what must be taken as truth . ; ; Sigmund Fred coined the word 'ego' , he had something in mind that was far away from how the word is tossed about today . ; ; as he classified , it is the epitome one of the three mental states (id , ego , and the superego ) the id being the primal area of consciousness , developed as a child , only caring about itself and how to gratify any desire it has . ( a baby crying , an infant screaming 'mine ! ' about things it 's never seen before ) ; ; out of the id , the ego grows as a person gets older . The ego is how a normal 'of age ' human acts and thinks in everyday life , but it is based solar off of the id , because the id was the first state of consciousness to take in any information at all from the outside world . The ego is not so selfishly seeking and recognizes that there is a larger picture , a world aside of itself ; the ego acts as censor to the id , stopping and keeping in check the primitive desires for instant gratification , recognizing the larger picture , so to speak . ; ; the final state of mental maturity is the superego . The superego is the highest state at which we have arrived in our evolutionary 'progress . ' the superego is an overseer , our conscience ; and , like the id , is something of which we are not conscious , not aware of at even the slightest , but is always present in thought . ; ; it is a loss of the ego and the id , it is the superego ( an understanding of the world around you and what should be happening ) lost by itself , with no previous truths to go off of . ; ; without these apparent truths one is taught in life , a person enters a state of absolute disbelief . ; ; instance ; ; ; it can sometimes be seen as a state of total confusion , not knowing why anything happens , why it should , or why you feel the need to want it to or not . ; ; usually occurring during an intense [trip] , seeming like it is the only answer and it will be how you live the rest of your life , but usually forgotten by the time one wakes up , not much unlike being in [the mode] . ",d
G,0.816418964,explorationofspace,"A term from the cosmic gate song titled 'exploration of space , ' the phrase was originally recorded by j.f.k . used mainly as a reference to the usage of drugs or used as a standalone phrase describing something awesome . Can also be said as 'space exploration ' ",d
G,0.818371499,facetor,To be fucked beyond all consciousness . To do something random that would contradict or entertain the people . A name derived from your face going numb after taking drugs or getting drunk . Tor coming from the phrase [tore up ] ,d
G,0.805396288,feening,"To contain a strong desire for something that satisfies something deep inside , typically a bad habit . Usually tends to be either drugs , cigarettes or Chinese food . ",d
G,0.804715207,feind,A person who is addicted to something or has an intense craving for something such as sex or drugs . ,d
G,0.809632813,fiening,"To deeply and uncontrollably miss something or someone , usually a man/woman or a drug . ",d
G,0.800105656,flail,n . Someone who fucks up in process of doing something productive . Usually involves being under the influence of drugs and/or alcohol ; ; v. to fuck up in the process of do something productive or that you normally could do very easily . ,d
G,0.837234589,flemingdonpark,"This is notoriously the worst hood in Canada . It has a checkered history of many , many crimes including homicides , shootings , gang violence , extortion , drug trafficking ( most drugs sold in this neighborhood than anywhere else in Canada ) and many , many other crimes . It is the poorest neighborhood in north America with over 75 % of its population living below the poverty line . More than 85 % of people are immigrants or refuges mainly from Africa and south-asia ( Pakistan , Afghanistan , srilanka , India , Iraq , etc ) and their starving in the ghetto so they have to sell drugs to survive . It is a very dangerous neighborhood even walking on the streets during bright day light something will happen to you so you have to be very careful . It has many gangs including gap(guilty crime posse ; one of the biggest drug selling gangs in north America that made so much drug money they used it to make a rap studio ) , UK(stick up kids ) , fl emo like roots , h-block blood , h-block crops and many more . Other nicknames for flemingdon park include fl emo park and h-block . It 's just a very poor dirty slum gutter ghetto violent hood . ",n
G,0.813461381,forage,"To roam around a [kitchen ] eating either ready-to-consume food such as potato chips and crackers or unprepared culinary components such as dry tortillas/bread/cereal/pasta , condiments that would normally be on top of something else , desserts , or cold leftovers . Food thus consumed is usually washed down with beverages straight from the container . Foraged food is exemplified by a lack of preparation and by its consumer standing or pacing while eating . Many a [diet ] focuses on preventing or limiting foraging . ; ; foraged food generally requires less effort than [bachelor chow ] or [Ramon ] to prepare for eating ; anything more than a wrapper or a lid between counter top and mouth may disqualify the food as foraged [grub] . ",n
