C,chrocaine,"The art of mixing chronic , crack , and cocaine and smoking it to get an ultimate high that great Buddha heads used to achieve ions ago ",d
C,clocking,To sell crack cocaine . ,d
C,cocacola,once a cheap way to get high until the goddamn government banned crack . Now i have to spend 6 grand just to get my weekly cocaine fix from some Mexican dude who do n't sell it pure . ,n
C,combingthecarpet,1 . The act of crawling around on the floor looking for small pieces of crack cocaine that may have fallen in the carpet . This is a very common occurrence after crack heads and crack whores run out of drugs and money . ; ; 2. The act of searching for LSD after you have spilled it into the carpet . ,n
C,craoiane,A mixture of crack cocaine and heroin ,d
C,cresin,The residue left over from smoking crack . Often scraped out of a pipe or bong and then smoked again for a very intense rush . Addicts resort to this once their supply and money has run out . ; ; [crack ] [cocaine ] [resin ] ,d
C,crilln.,"Crack : crack is actually an impure form of freebase . Procedures for ; ; both substances are based on the fact that while cocaine hydro chloride ; ; is very soluble in water , base cocaine is almost insoluble . ; ; directions for making crack : mix 2 parts OK coke cl for 1 part baking soda in 20 ml of ; ; water . Heat solution gently until white precipitates form , and stop ; ; heating when precipitation stops . Filter and keep precipitate . Wash ; ; precipitate once with water ( this procedure usually omitted in street ; ; product ) . Dry 24 hours under heat lamp . Voila . The product is much ; ; less pure ( there are lots of baking soda left ) but the procedure is ; ; safer . ",d
C,crizzles,"[crack cocaine] . also , known as [rocks ] . It 's a solid form of that wonderful white powder which the neighborhood [nigger ] sells . ",d
C,crotchchafff,Brendan Kelly ; sexing up Brendan Kelly ; what one feel after sexing up Brendan Kelly ; one who exchanges sexual favors for rocks of crack cocaine ; see also : [Boston steamer ] ,n
C,curtiswarren,"The biggest and richest English drug baron to ever be caught . Worth and estimated $ 225 at his arrest in Holland in 1996 . Known as 'the cocky watchman' or 'cocky ' ; ; his power was such that he could directly affect the price of cocaine on British , Irish and other European streets . He had a direct hotlink to the Cali cartel in Colombia , dealt with the Turkish godfathers of heroin and had unlimited credit with the cannabis dons of north Africa . ",n
C,daddies,Daddies .....[big daddy ] little daddy big daddies ... ; ; in the underground world of drugs and sleaze crack rocks and whites which is really cocaine mixed with other substances to form a solid . ,n
C,dancedancerevolution,"An addiction more expensive than crack cocaine . ; ; and yes , in addition to being fairly good at Dr , I can also dance regularly . ",n
C,diablo2,A combination of crack cocaine and heroin that was chemically bonded and then distributed across the world on caroms in 1999 . ,d
C,doublebreasted,Street terminology for a person addicted to both crack cocaine and heroin at the same time . ,d
C,drknowledge,"A legendary MC from the Triton area . His lyrical fury was fueled by the 1999 incarceration of his uncle on 50 counts of rape at a local YMCA . He began writing rhymes at age 10 after the drug-related death of his mentor jimmy Gemini . He produced a demo tape with DJ CD Riley but it would be years until it was discovered by the GPA in a Staten island crack den . ; ; as his status grew he decided to take on some of the biggest names in the rap industry , including [d swizz] , [d wig] , and [salvizzle] . He put out 5 albums in his 10 year career . 2 of them were recorded under the alias 'DEC makaveli' . His music had a major impact on the rap world . It included a successful collaboration with Rob singer r . Cindy , and an entire album produced by legendary hit maker Mario Rosario . Some said he was responsible for the deaths of topic Shaker and Scott la rock , but the rumors were never proven . ; ; careered knowledge entered the rap scene as a hungry MC who amazed listeners with his punch lines like ' I 'll piss in your food like a perverted waiter '. Throughout his life he was involved in a struggle for control of the meetinghouse/Andrews projects with a rival gang leader . However , the battle ended when the gang leader made fun of his hair .in 2005 a legendary beef was born when Dr knowledge collided with a relatively unknown MC in a south tops field project . ( see 'beef ii ' for further coverage ) . Some of the greatest disc tracks in rap 's short history were recorded during this period . They included 'takeover', 'ether', 'hit em up' , and 'fuck Compton ' . His career never fully recovered from the war . During this time a new knowledge was born , and his lyrics focused on his hardships and the problems created by inner city life . He also experimented with a brief singing career . ; ; after his retirement , he encountered problems with heroin and crack cocaine . He was also involved in a drug related shootout that left 5 people dead . He attempted to revive his career on a track recorded from rivers island , but it created little interest . ",n
C,elftor,"A small anarchistic [gnome ] who is under the impression he is an [elf] . elf tor 's [adventures ] are the stuff of legend . He [pimps] , drinks , smokes and [kill]s his way up the ladder of fame with his politically incorrect comics . ; ; he has various friends , including [cheese tor] , [r2d2] , and [cheese monkey] . To restore the ethnic balance is [jerometor] , a token black man who steals [watermelon]s and imbibes [crack cocaine] . ; ; many comics involve [killing] , [drugs] , [sex] , [pimping ] and [habitation inside a large mans are ] . As such elf tor is not recommended for [children] , the politically sensitive , or anyone above the height of 14cm . ",n
C,everquest2,"A morph sometimes used to help crackheads , cocaine or heroin addicts thru the symptoms of withdraw when they are trying to stop their drug habits . Oftentimes however this backfires and the unsuspecting addict gets addicted to ever quest 2 and continues using their drugs . ; ; sideffects of ever quest 2 include : tiredness , stress , eye strain , seizures , divorce , loss of friends , increased desire for soda beverages leading to urinary tract infections , increased desire of pizza leading to constipation and or spastic diarrhea , decrease in sex life , decrease of masturbation if sex life is not present , death , suicide , beards and in rare occasions fun . ",n
C,extacy,"( a.k .a . rolls , pool beans , x , etc , Stacy ) ; ; normally a small white pill with a wide variety of symbols engraved on them to indicate the substances included in the pill , called fillers , normally caffeine to keep the person awake , but such symbols as Nike 's swoosh and Mitsubishi are known to contain heroin and/or cocaine . ; ; it takes about 20 minutes after taking a pill for the effects to start , and last anywhere from 4 to 8 hours . It takes about 3 days for the traces to leave your system for urine tests . Sweating and dilated pupils are the easiest symptoms to detect while on the pill . It has a very dry , bitter taste , so is normally taken with water . Water should also be taken at a regular interval , every 15 to 30 mind , as you feel dehydrated , and going to the bathroom becomes much more pleasurable . ; ; the user feels a love for everyone , and usually falls into either the category of the 'chill type ' , where you just like to relax and cuddle/love/massage with someone , or the 'party type ' , where you still enjoy every touch , but like to move around for most of the night , loving not ruled out . Touch , sight , and sound are enhanced , so soft music seems loud , street lights become interesting , and showers are a new sensation . Such tools as six nasal inhalers ( blow-ups ) , glow sticks , and blinking lights , as well as foods such as tangerines are used to enhance the experience . Certain moves , such as going to the floor , where one lies on the floor , gets picked up by the arms , and slowly let down , gives the feeling as if you pass into the floor , it should be noted no matter what carpet your on , it 's going to be comfortable . The peak is often referred as 'rolling balls' , where you have a good time , often refereed as being drunk , but without having to worry about the hang-over . Three-ways are not an uncommon occurrence = ) ; ; the come-down often leaves the user with a feeling of slight fatigue ( having been awake for the last 8 hours ) , hunger , and thirst . It is recommended to take a 2 to 3 week break between uses as close repeated uses lowers cartoon levels ( the chemical that causes happiness ) . ",n
C,fairfieldcounty,"Connecticut ; ; airfield is full of parents that ca n't let go of their past and because of their affluence , decided to re-create it by recently switching back to two high schools . unfortunately they did n't consider their children while making this decision and now the once wide variety of electives and extra circular activities have been cut in half . Their beach area is a great place to party and it 's a great town to go to college in ( sacred heart and airfield university ) . Again , airfield has forgotten about their youth , their half ass excuse for a teen center and lack of anything to do for entertainment has lead to a widespread use of drugs . ox coin and cocaine are pretty popular . ; ; west port is a club for elitists that ca n't afford to live in south port . west port is just a place to spend money . If you drive through here on a week night after 10 o'clock in anything less than a BMW, you 're almost guaranteed to get pulled over by at least two cops . ; ; ever since the industrialization of Bridgeport , the city has rendered itself a rather useless place (unless you 're trying to pay cheap rent ) . even though local government has attempted to clean up the city , airfield county considers Bridgeport dirty place we 're crappy drugs and after hours liquor stores are found in abundance . unfortunately it 's doomed to stay this way unless the residents starts to care about the place they live . Litter covers more area in this city than the actual population . ; ; as bad as Bridgeport is , nor walk takes the cake . The roads are just as bad as the people , cracked out and filthy . Litter however does n't seem to be as big of a problem here but ... the people themselves are trash . It 's fair to assume most of the people in this city have lived under the power lines for a number of years . nor walk has some nicer areas where it starts to border west port and this is the area most nor walkers like to pride themselves on ... but we all know nor walk sucks , it 's Stamford 's ugly sister . ; ; no one really cares much about the other towns but in case you 're interested , here 's a list . ; ; Ethel ; ; Bridgeport ; ; brook field ; ; danbury ; ; Darren ; ; airfield ; ; Greenwich ; ; Monroe ; ; new Canaan ; ; new Milford ; ; new airfield ; ; Newton ; ; nor walk ; ; reading ; ; ridge field ; ; Shelton ; ; Stamford ; ; Stanford ; ; Trumbull ; ; west port ; ; Weston ; ; Wilton ; ; westchester ; ; note : [racial profiling ] is common in all of airfield county . ; ; also note : it 's fair to assume that the youth population does at least 2 out of 4 listed below : ; ; - drinks and/or does drugs ; ; - listens to Dave Matthews ; ; - goes to private school ; ; - has Mexicans do their landscaping ; ; lately note : all laurel ton girls are sluts ",n
C,farmer'sspeedball,"A makeshift speed ball , consisting of ox contain , and adder all . The method of administration is usually insulation , or snorting . The term speed ball is referring to the concoction that combines heroin and cocaine . ",d
C,fatcat,"legendary drug dealer in queens , NY in the 80s dubbed Lorenzo 'fat cat ' Nichols . Was bigger than the supreme team , the Cooley brothers , and 'tony Montana ' Michel . Supplied drugs to the supreme team and was the 1st and most dominate hustler to set up the cocaine trade . Serving a 25-year life sentence in NY and got another 10 years for setting up a car stealing ring in jail . Won't be released until around 2015 . His organization is responsible for the killing of an 18-year-old cop named Edward borne which effectively ended the crack era because federal prosecutors cracked down on queens , NY so hard and effectively . ",n
C,feign,Word used to describe one who is addicted to crack cocaine ,d
C,feldmaning,"To trip or be out of control while on a 'pleasure drug ' such as x , heroin , or cocaine . The term is of course loosely based around the drug abuse history of former-child actor , Corey Goldman . ",d
C,fourandasplit,"Four and a half ounces of crack , cocaine , or heroin . ; ; considered a come up for the [dope man ] ; ; also known as : four and a half , four and a half hard ",d
C,freakandgeek,A term used by freebases or [crack heads ] to define the act of receiving oral sex while taking a hit of crack or [free-base ] cocaine . ,n
C,freebasing,"' Freebasing ' is typically referring to the act of smoking drugs , such as cocaine or heroin , most likely in a purified/concentrated form known as freebase ( an example would be crack form of cocaine ) ; ; apparently it produces an intense high quickly , but the effects typically do not last very long . ",d
C,freebass,"Mostly the cocaine in crack-cocaine , the shiznitz that makes Ur head go weeeeee . freebase is all what 's real in this shit , it ai n't bullshit .it also kills Ur brain cells like a KKK member on crack in Compton kills niggas , so do n't do freebase : ) ",d
C,friscospeedball,"A mixture of cocaine , heroin , and LSD. A variation on the classic [speed ball] , which is simply a mixture of cocaine and heroin for intravenous injection . Taken from the idea that LSD was first widely popular in the haight-ashbury section of San Francisco in the 1960s . ",d
C,fuckchewit,"A fruit flavored Cheney sweet found in Europe cleverly mixed with hard drugs IE cocaine , ecstasy , heroin , examine . ; ; see also fuck starburst ( formally fuck opal fruits ) ",d
C,ghostbusters,"Rocks of crack cocaine that have been dipped in PCP water . ; ; ingested in the same fashion as plain crack cocaine , smoked from a glass pipe . Smoking ghost busters produces a more elevated state of inebriation that crack alone . ",d
C,gotwork?,A phrase used to nonchalantly ask if someone has any crack cocaine to sell . ,d
C,graduate,"When you are a drug addict , you start out with small drugs ( pot , beer ) and 'graduate ' to higher ones . ( cocaine , heroin , LSD ) ",d
C,guncontrol,"Murderous London is like old new York ; ; by Janet Daley ; ; ( filed : 01/12/2004 ) ; ; what is happening to London ? Where is the cheerful , relaxed , 'swinging ' city that I found when I arrived in the 1960s ? That was when Chelsea meant the king 's road scene and 'debs ' ( as they were called then ) living in what everybody regarded as an enclave of sheltered privilege . ; ; now there has been a murderous attack , at an early hour of the evening , inside one of those very homes that would be regarded as almost ethereally superior . In nothing hill , they have grown accustomed to being mugged . That is a neighborhood which , for all its status , is euphemistically described as 'mixed ' . You have your good restaurants and your local dinner-party circuit , but you pay for your chic address by avoiding the tube station at night . ; ; up the road in Holland park , some friends of mine have installed electronic security gates outside their house , but that did not prevent a laptop computer - containing irreplaceable research - from being stolen from their car in the drive . Over in Arlington , they pretty much expect to be burgled . ; ; it goes with the cool urban territory . But somehow change row in Chelsea still seemed like another league . If that kind of wealth and influence ca n't buy you protection from a bestial attack , then who is safe ? What chance for the poor on their sink estates who are being terrorized by the local drug gangs , or the middle-class suburban homeowners trying to avoid the routine loss of their possessions in opportunistic break-ins ? ; ; there was a time , not so long ago , when the wealthy inhabitants of new York 's upper east side used to walk out of their fifth avenue apartment buildings with a dog on a lead on one arm and a bodyguard on the other . On the upper west side , one Columbia university professor told me , they did not lock their cars at night because the homeless used them to sleep in : if vagrants had to go to the trouble of breaking into your car , they would take their revenge by urinating ( or worse ) on the upholstery . You were better off just accommodating their wishes . ; ; crack cocaine was openly sold on the street in Harlem , and the subway was so dangerous that an army of vigilantes with red berets had taken it upon themselves to try to restore order where the police had given up . property values , even in this fabulously prosperous city , were in free-fall . Well , we all know what happened next . Somebody had a brilliant idea that turned the old theory about how to deal with a major crime epidemic on its head . ; ; paradoxically , the way you confronted big crime was by dealing persistently and rigorously with little crime . It was jams q Wilson 's now legendary 'broken windows ' hypothesis which stated that when a neighborhood , or a city , had become rundown and uncared-for - when its buildings and trains were covered in graffiti , its streets strewn with rubbish , and its youth allowed to indulge in flagrant displays of delinquent bravado - a climate was created in which serious crimes such as murder and robbery could run amok . ; ; and so , as William brat ton , the now deified ex-police chief of new York , says , they 'took the city back block by block ' . They power-hosed the graffiti and banged up the street-corner drug pushers . They arrested the young hoodlums who regularly jumped over the subway turnstiles without paying a fare ( and who turned out , as often as not , to be big operators carrying illegal weapons ) . ; ; they sped up the prosecutions of everybody they caught with all-night court sittings ( some of them held on traveling courts bused around the city at night ) . They got uniformed police on to the streets as a visible deterrent , and undercover ones into the trouble spots to gain intelligence and take criminals by surprise . ( if you are , by some remote chance , approached by an unsavory character in new York now , you are likely to find yourself quickly surrounded by plain-clothes police who will seem to have materialized from nowhere . ) ; ; they got a grip . And they succeeded because somebody had a counter-intuitive idea ( crack down on the small offenses even though you are worried about the big ones ) . Then some other people - the Manhattan institute think tank - had the foresight and the intellectual initiative to sell the idea . ; ; then a mayor , Rudolph Giuliani , had the courage to endorse the idea and stake his political credibility on it . then a tirelessly dedicated police chief put the idea into practice , even though it meant flying in the face of all the liberal received wisdom about softly-softly justice and not 'criminalizing ' people who had committed minor offenses , blah-blah-blah . ; ; you will have noticed that this is precisely the opposite of what is happening here . Try ringing the police to tell them about an act of vandalism that is going on before your eyes and you will be treated with scarcely concealed ridicule : we 've got more important things to worry about than some kids smashing up a building site . Never mind that the kids who have got away with that are likely to conclude that they can get away with pretty much anything . ; ; now new workers have their city back and we are losing ours . And yesterday 's horrific news showed the extent to which we are all in this together , from the derelict council estates in tower hamlets to millionaires ' row in Chelsea . When I spoke to brat ton a couple of years ago , his proudest boast was that they had brought normal social life back to Harlem . ; ; most of the population used to stay in at night up there , he said . They just left the streets to the bad guys with their guns and their drug turf wars . But now , there were restaurants and night clubs and movie theaters where ordinary decent people went for a good time in the evening . They have been freed from fear all the way from the battery to the top of park avenue . When is it our turn ? ",n
C,h-bomb,Cocaine mixed with heroin ,d
C,heyo,A reference to both heroin and cocaine ; made famous the song snow by the red-hot chili peppers . ,d
C,highup,"On a drug like heroine , cocaine , ecstasy . Usually shortened to high . Usually people high up will exaggerate emotions , so a small liking , can become love , and a small disapproval , can become total hate/disgust . ",d
C,hingham,"A small town that feels larger than it is , with an over-abundance of drug dealers who sell heroin , crystal meth , and crack cocaine . The poor litter the public parks and transgender sex workers literally take over the streets from 9 pm to 6 am . not to mention , it always smells like urine and filth . I do n't suggest living there or taking your children anywhere near there . It 's a small town in shambles . Almost all the members of their hockey team are gay . It 's utterly disgusting . ",n
C,hotdose,"n . Mixture of battery acid and ( drug of choice here ) prepared for injection intravenously by an unsuspecting victim junkie . also , could be a mixture of cocaine and heroin for intravenous injection . ",d
C,illegalimmigration,How the government imports all their hard drug shipments such as heroin and cocaine in mass quantities . ,n
C,j's,"Junkies ; a group of drug users of heroin , cocaine , or crack . ",d
C,jitney,"A jitney is a makeshift taxicab service that usually accepts alternative forms of payment , such as crack cocaine or sexual favors . These operate solely in the hood . ",d
C,jitta-ass,"One who shakes frantically , a hyper person . Commonly used to refer to cocaine or crack addicts . ",d
C,jonesface,"The bagged out haggard looking face people get when they do copies amounts of hard drugs ( cocaine , heroin , Oxycontin , exact , crack , etc ) for weeks even months on end , then suddenly become cut off completely from all the drugs . ",d
C,jums,Small amounts of crack cocaine or heroin sold on the street to clientele usually in the form of dimes and twenty 's . ,d
C,jungility,The ability of moon crickets to jump around with an extraordinary amount of agility like a monkey on crack cocaine . This ability derives due to a direct descent from apes and a high propensity to enjoy crack rocks . Most often these displays are seen as they evade the police or kick it with day niggas on the basketball court . ,n
C,khadaffirock,"A rock consisting of crack cocaine mixed with heroin or morphine base . (khadafi rock , kadaffi rock ) ",d
C,larkin,"The hallmark of oddness . Odd people strive to someday become larking . Traits include loud breathing and habitual crack cocaine use , along with unexplained and unintelligible noises/smells . ",n
C,limbaughsyndrome,"Describes the epidemic of prescription drug abuse in the united states . As of now , there are more people addicted to prescription drugs than to illegal drugs such as cocaine or heroin . ",d
C,lizzy,An intravenous dose of cocaine mixed with heroin or an amphetamine . ,d
C,lunksweft,"lunksweft : 'that most magical of herbs ' . It gives the feeling of being 'chilled' , as dope does , whilst giving the other forms of 'recreation ' that drugs such as heroin , cocaine , crack , speed and ecstasy do . adding to that , it also gives the hallucinogenic properties that LSD and magic mushrooms present to the user . It looks similar to a plain garden weed , which is why it not been discovered until very recently . it can be chopped up and put in a salad , a very safe way to take it as the police wo n't think to look in your chicken Caesar ! it can be smoked , like skunk , or it can be ground down to fine pieces , and dissolved into sugary water , which can then be drank , or inserted to a needle and injected into the bloodstream . The police have not discovered this drug yet , but as soon as they do , it will be in a class of its own , so get as much as you can while its still available . To put it plainly , it is the ultimate drug . ",d
C,maindrugsourceinamerica,"u .s government ! Getting our money both ways ! Back in the late 70s , early 80s when crack cocaine first started showing up , it was distributed in tiny glass miles . I 'm sure someone knows exactly what I 'm talking about . Anyways , why was n't there ever a huge crack bust back when it all began ? It was almost all in these tiny miles .meaning someone was buying a hell of a lot of them from somewhere . Why did n't the government track who was buying all these little miles and bust them ? I know why . because it was the government who was distributing the crack . Sure , now days people can make crack in their own kitchens . But back when it all started , I think it was the government . They did it to help pay off the Vietnam 'war ' ",n
C,mcnigga,"A 'nigga' is a black man that has lost all of his street cred and negro like qualities ( i .e . pronouncing it 'mouth ' instead of 'muff ' and using ' I do n't know anything ' instead of 'nigga i ai n't know nothing ') . This 'blackness' , if you will , happens most frequently when black people find a steady , well paying , job and gets over their crack addiction ( easing him/herself onto cocaine instead ) . Luckily , this does n't happen very much . ; ; 'nigga' can also be used as an exclamation/gibberish when one is excited or ca n't think of something better to say . ",n
C,megatone,"Drugs , i .e . heroin , cocaine , easy , etc . ",d
C,moonball,"A moon ball is a combination of heroin and cocaine . It is snorted , and a speed ball is the same mixture , heroin and coke , except a speed ball is injected . ",d
C,murderone,Heroine and cocaine ,d
C,navigator,"A luxury SUV, manufactured by Lincoln ( a subsidiary of ford ) , marketed towards wealthy house wives , inter-city youth , drug dealers , and mafia members . It was purposely designed to compete with the Cadillac escalate . Next year 's new 'm.d . ' ( mafia/drug dealer ) model features larger windows allowing passengers to fire an Uzi 9mm or he mp5 in complete comfort and special new materials which allow blood , heroin , and cocaine to be easily wiped off the seats . Best of all , ten kilos of c4 are located under the chassis for instant evidence destruction . This vehicle is perfect for dive by shootings , making 'visits ' to people you do n't like , and camping trips in the forest . ",n
C,newhartfordct,"New Hartford , ct is a wee settlement that is somewhere in the northwest corner of Connecticut between the towns of [wins ted ] and [ Harrington] . The downtown area consists of three of four dilapidated buildings/adobes , a dunking doughnuts and a fake Italian pizza restaurant . It is nestled alongside of the farming ton river and is projected to collapse into the river - thus falling off the face of the earth . ; ; new hartfordians generally consists of rebel [Baggies ]/[baggy ] that have tried to escape Harrington and wins ted in search of improved lives - but strangely spend the rest of their lives trying to find there way back into these communities through the pursuit , and abuse , of drugs . ; ; new Hartford 's main imports are crystal meth , heroin , crack/cocaine and pot . Its main exports consist of lost teenagers who are struggling with their identity and cannot figure out weather they are black or white , tricks or hoes , junkies or flunkies . New Hartford youth directly contribute to the poverty rate and the increasing incarceration population of America . Thankfully their educational system practices genocide - I mean should . ; ; nightlife consists of one bar and it is gay . It serves as a herding enclave for the scum of America and ugly chicks . ",n
C,newtrier,"It is true , new trier is located in one of the most affluent suburbs in the famed north shore of Chicago . Many of the kids are extremely rich , have BMW, Kate spades , Tiffany , expensive clothes , etc , etc . it also cannot be disputed that there is a large population of the school that like to pretend to be ghetto . They drive down the streets of Willamette in their brand new jeeps , blasting 50 cents , and flashing non-existent gang symbols . (ironic to say the least ) also at new trier is a large population of subculture children , not a surprise since there are over 4,000 students . Currently , new trier is home to many [emo] kids . ; ; at new trier , Willamette ( a very rich town , though the least extreme of the township ) is considered 'ghetto ' by a some of the richest kids . Many of the kids that live in kenilworth or glance are scared of venturing into evasion after dark , much less Chicago . However , those that do feel extremely cool to be hanging out 'down town . ' ; ; another trademark of new trier high school is the students ' nauseating sense of pride . As a trivial , it feels great to be better than everyone else , but when you are 'everyone else ' it is more than frustrating . New trier currently has extreme rivalries with loyal and etas , and consistently beats them at everything , further secluding them from the surrounding areas . ; ; one of the more surprising things about new trier is the drug culture . New trier has had one of the worst drug problems in the area , with a majority of students admitting to using marijuana regularly . It is not unheard-of for a freshman to dabble in cocaine and heroin . By sophomore year , most students are nearly alcoholics . This problem is probably fueled by kids having waaaaaay too much money , free time , and parents that are always working . New trier is trying to fight the drug problem with little success ( though the administration claims otherwise ) . ",n
