C,0.82775703,bluemajic,A brand of heroine originally seen used throughout the 1970s . 
C,0.850426959,buffy,Only the greatest show ever to be created . ; ; 1 . Created by the oh wonderful loss when ; ; 2. Has a butt kicking heroine ; ; 3. Has great characters and greater dialogue ; ; was on for seven years but the 'retarded channel ' also known as 'the we ' canceled it . 
C,0.824077945,cherokeehighschool,"A large high school in south jersey where the teachers ( coaches , really ) have sex with the students , the loser seniors of '04 pulled a prank that unbelievably made MTV , and the sports teams can not beat their rival , Shawnee high school , at anything , despite valiant efforts . Although commonly referred to as 'heroine high , ' the instances of drug use are highly exaggerated , although burn outs do hang out and smoke pot on the weekends , also turning up drunk at school dances . A genuinely 'interesting ' place . "
C,0.835686691,cobained,Being such a shit bag faggot that you decide to take a triple dose of heroine and blast yourself in the face with a shotgun . 
C,0.852241245,drugs,"A thing used by idiots who do n't know how to have fun without them . [crack] , [smack] , [heroine] , [ Mary j] , [coke] , and more ! "
C,0.855364405,elphaba,"According to author [Gregory McGuire] , the name of the [wicked witch of the west] , tragic anti heroine of [the wizard of oz] . From the initials of oz author l . frank Baum : e[l ][f]a[b]a . ; ; also the 'title ' character of the musical [wicked] , based on McGuire 's book [wicked : the life and times of the wicked witch of the west] . ; ; used as an [epithet ] for one whose actions are cold-hearted ( as in the classic view of a wicked witch ) , or used sarcastically when one 's actions are misguidedly noble or [terrorist ] in nature . ( in McGuire 's book , elphaba spent several years as part of a terrorist group fighting the injustices the wizard caused for the people and animals of oz . ) "
C,0.836892701,feole,"A name for a person who obsesses over the dumbest people such as , waffle , Kurt Cobain , or nick Dias . The person also hopes to someday shoot massive amounts of heroine and shoot themselves in the mouth . The person also must look like a monkey . Their face generally is deteriorating constantly and quickly on a daily basis including massive amounts of acne spreading over all parts of the body . "
C,0.845174775,finechina,Clean heroine always white . As opposed to tar which is less pure and usually a lot more dangerous . 
C,0.832258297,ghoul,A crackhead or heroine junkie . 
C,0.855370712,gooselicker,"A person who licks geese for a living . Average income : $ 2,440,682,648,607.05 per hour . Licking geese is known to have some same side effects as heroine . "
C,0.832258297,gouch,Is the initial( wiped out )stage you experience immediately after administering a heroine injection . 
C,0.848534833,heavyd,A common street name for heroine . Commonly stamped on sacks and printed on gram bags . 
C,0.808880683,heiro,[here]slang for the drug heroine . 
C,0.812025606,heron,1.) a bird . ; ; 2.) a bra brand . ; ; 3.) another name for the drug 'heroine ' 
C,0.867149669,highup,"On a drug like heroine , cocaine , ecstasy . Usually shortened to high . Usually people high up will exaggerate emotions , so a small liking , can become love , and a small disapproval , can become total hate/disgust . "
C,0.843945404,izzy,"A term for heroine , created in the neighborhood of bed-stuy , Brooklyn . Short for Lizzy strain , the guitarist from guns 'n roses who was a well-known heroine addict . "
C,0.832258297,jab,"$ 100 worth of heroine , a dozen bags "
C,0.83487341,kissingthegirl,It means doing heroine ; ; to do heroine 
C,0.858346599,liquidtar,"A mixture of all the dark liquors with coke . For instance whiskey , brandy , Bacardi 151 , Hennessy , captain Morgans rum with coke . Tar being the slang for heroine which is dark brown "
C,0.837346321,lowhill,A place where drug taking scum live ...they all must steal to get theyre the latest heroine fix 
C,0.864281442,moondragon,A slang term for a [bald chick] . Originated from a marvel comic book heroine by the same name . 
C,0.832258297,mr.brown,Mr. Brown is heroine . 
C,0.832258297,mr.brownstone,Heroine and/or shooting heroine . 
C,0.832258297,nag,"A needle filled with heroine or some other opiate , as in the song 'given' a fuck ' by the darkness "
C,0.832258297,needled,1 . Being strung out/high on heroine . ; ; 2. Having a tattoo . 
C,0.811369537,orderingpizza,"Code for buying illegal drugs . ; ; there are special toppings used to specialize what kind of drugs are being bought . ; ; ex . ' I 'm ordering pizza with extra cheese and pepperoni' really means ' I 'm buying drugs , mainly ecstasy and heroine . ' ; ; see [pizza] . "
C,0.91495272,oxyball,"when one snorts a line of Oxycontin mixed with cocaine . ; ; Oxycontin is a synthetic heroine that also acts upon the opiate receptors in the brain . The name is derived from speed ball , a mixture of heroine and cocaine , and mimics the same effects . Caffeine is sometimes used in place of cocaine either with crushed pills or a simple espresso drink . ; ; some heavier users prefer the oddball to the speed ball because the drugs get out of the system quicker . ; ; conversely , oddballs can be considered a 'gateway drug ' to speed balls , as the user feels he is not resorting to needles yet . "
C,0.82382446,paperboy,"Someone who deals drugs , usually heroine . "
C,0.855017173,piss,piss is a slang term for heroine 
C,0.846032975,princessleah,"Newly christened princess of Norway . Two-month old Norwegian princess Leah isadora , whose first name was inspired by star wars ' heroine princess law , was christened in the royal palace chapel . ; ; born on April 8 , 2005 , Leah isadora is the second child of princess Martha Louise and writer are been , and the third grandchild of king Harold and queen Sonja . "
C,0.846847884,rockthemainline,To get 'high ' on heroine through the means of an introvenus-needle . i .e . - shooting up . 
C,0.827491913,scag-fag,"A derogatory term for a junkie . Someone who enjoys injecting heroine , and also making love to men . "
C,0.835510258,shootingup,"Scum bag junkies gaining and injecting there fix of heroine , they have a lot of armhole "
C,0.834758272,skrillerexic,"A form of scene [anorexia] . skrillerexics see their scene stereotype as pale , skinny , size-zero-jean-wearing kids , and attempt to fit into this by becoming anorexic , bulimic , or a combination of both . ; ; the term comes from [sonny Moore] , whose MySpace URL is skilled ( also tattooed on the inside of his lower lip ) . Sonny is bulimic and/or anorexic ( see 'world war me ' or 'waltz more ' on 'heroine ' if you do n't believe it ) . "
C,0.825212379,smackyjack,To inject heroine into an erect penis just before orgasmic . The effect is both explosive and calming . The combination of stimulant and downer exponentially increases the pleasure of each . 
C,0.808339398,soboxone,"An anti-opiate prescription pill used to treat withdrawals from heroine , Oxycontin , percocet , portal , violin , methadone , morphine , or any other opiate with a high rate of dependency . soboxone delivers an amazing high , in order to block the urge for opiate abuse and is very expensive and hard to come by . often referred to as the best prescription drug on the market . "
C,0.836522686,spiritualrapture,"spirits rapt us : ; ; 1- an expression of passion or ecstasy ; ; 2- the overwhelming emotions resulting from a device or spiritual encounter . ; ; 3- a euphoric / mystical state of being ; ; see : Sartre 's definition of [being] , ref : being and nothingness c. 1965 ; ; 4- the final assumption of Christians ( oh shit , not another ) into heaven ; ; see : end of day 's : but only after Satan routes the internal organs out of the films ' heroine with his ( totally circumcised ) disemboweling / glass shard spiked , strapped on ( or not ) man 's man tool of an angelic pardon ! See : end of day 's again ( sober ) ; ; see : the devil 's by ken Russell ( not sober ) ; ; note : Sr is not to be associated with , but similar to huffing on nitrogen gas . ; ; do n't see : huffing ( it 's played ) , ; ; see : nitrogen narcosis weeeeeeeeeee ! ( to be thoroughly explored ) "
C,0.830633329,spiritusraptus,"Spiritual rapture : ; ; 1- an expression of passion or ecstasy . ; ; 2- the overwhelming emotions resulting from a device or spiritual encounter . ; ; 3- a euphoric / mystical state of being . ; ; see : Sartre 's definition of [being] , ref : being and nothingness c. 1965 ; ; 4- the final assumption of Christians into heaven but only after Satan routes the internal organs out of the films ' heroine ( see : end of day 's ) with his ( totally circumcised ) disemboweling / glass shard spiked , strapped on ( or not ) man 's man tool of an angelic pardon ! ( see : [pardon] ) ; ; see : end of day 's again ( sober ) ; ; see : the devil 's by ken Russell ( not sober ) ; ; note : Sr is not to be associated with , but is somewhat similar to ; [huffing ] on nitrogen gas . ; ; do not see : [huffing ] ( it 's played ) ; ; see : [nitrogen narcosis] , weeeeeeeeeeee ! ( to be thoroughly explored intellectually ) "
C,0.893244578,spizzle,Originally came from the 'spot ' a place to get heroine or crack from Chicago 's west side . ' Just starting after Harlem ave . Off 290' 
C,0.843829287,stallone'slaw,"Stallone 's law states that ( when guns are involved , usually ) 1 man has better chances of killing 20 men than 20 men killing 1 . ; ; this refers to poorly-written action movies where pursuers of the movie 's heroine have terrible aim and do n't hit the main character , but instead hit surrounding metal objects so that a cool spark effect can ensue . "
C,0.836736279,teenagers,"A teenager is someone who is either loathing someone , thinking over obsessively about someone , or a heroine addict cut it 's only $ 10 a bag . "
C,0.828029269,teresita,"Folk heroine of uncertain origin ; some say horse-muffin-bird , others bird-horse-muffin-bird-bird "
C,0.824184695,thefuckasoreass,When you are performing any type of sex on any person or thing and right before you are about to finish you run to the closest heroine dealer you can find and infect yourself with aids and then finish in the recipient so they than have the newly acquired disease . 
C,0.836879845,tifa,Hot heroine from the greatest game ever made final fantasy vii . tight led the battle along with cloud and the avalanche gang against China and later against sephiroth . 
C,0.855017173,tikis,Slang term for heroine . 
C,0.810941764,university,"A cover-up by the members of the faculty of sciences to create large amounts of illegal drug substances , such at methamphetamine , heroine , and many others . Students who discover such secrets are subjected to the liquid nitrogen torture . "
C,0.823733816,vees,"violin . A prescription drug medicine with acetaphedamine and hydrocodone . hydrocodone is said to give the user a heroine like high . The drug is becoming a big problem on the streets , worst in jersey and NY "
C,0.843465511,wilsonhighschool,"The flagship public high school in the district of Columbia . Enrollment of about 1510 students from incredibly diverse backgrounds . However , while the best , it is still a dc public school and therefore is predominately black , plagued by gangs , stoners with long matted hair , under cooked chicken wings , heroine dealers who wear bananas , crypt flags , and theft . Most teachers are lazy or do n't care ( commonly found traits of dips teachers ) and security guards are tyrannical . "
